type,lat,lon,activity_score,year,nightlights,cluster,firm_id,revenue_estimate,productivity,employee_count,years_in_operation
pharmacy,-1.9403952999999994,30.047009,1,2016,18.541735,,1664,80579.09652725977,16115.819305451954,5,4
pharmacy,-1.9444390999999999,30.059092299999993,1,2016,39.700336,,1665,21528.47890202398,5382.119725505995,4,12
pharmacy,-1.9607975999999998,30.10749669999999,1,2016,27.078856,,1666,8108.739970924385,1351.4566618207307,6,18
hospital,-1.9826311,30.1745346,1,2016,3.6938343,,1667,13296.087244337696,6648.043622168848,2,8
hospital,-1.9773948999999995,30.199342799999993,1,2016,3.9926827,,1668,51053.02239811089,25526.511199055443,2,3
pharmacy,-1.9524759999999999,30.092499299999993,1,2016,54.670444,,1669,38052.93776028767,4228.104195587519,9,18
hospital,-1.9919477999999997,30.2119896,1,2016,4.962787,,1670,17345.144682645292,17345.144682645292,1,7
clinic,-1.9536006000000001,30.060873000000004,1,2016,30.955887,,1671,15262.827685826596,5087.609228608865,3,1
pharmacy,-1.9903261999999997,30.095802800000005,1,2016,3.316224,,1672,14886.973547002373,3721.7433867505933,4,13
clinic,-1.9149773,30.088676400000004,1,2016,7.859485,,1673,8756.834984465273,2918.9449948217575,3,3
hospital,-1.9460890000000002,30.1739203,1,2016,1.8468924,,1674,110788.2155148252,55394.1077574126,2,3
pharmacy,-1.9465603000000002,30.128300499999998,1,2016,15.338821,,1675,15957.425217879912,2659.570869646652,6,15
pharmacy,-1.9923274999999998,30.21317429999999,1,2016,3.1756172,,1676,74396.07922363422,37198.03961181711,2,19
pharmacy,-1.9417765000000002,30.058423499999993,1,2016,31.969482,,1677,100842.58865860687,14406.084094086695,7,4
hospital,-1.9627643000000001,30.1400402,1,2016,24.147745,,1678,59773.09355587862,5977.309355587862,10,13
pharmacy,-1.9185396,30.056420499999994,1,2016,7.509689,,1679,14305.218607787052,14305.218607787052,1,13
pharmacy,-1.9684952,30.0576744,1,2016,15.164299,,1680,32982.42392854644,16491.21196427322,2,15
hospital,-1.9582816000000003,30.1061156,1,2016,27.078856,,1681,21499.917859263485,5374.979464815871,4,19
clinic,-1.9605860000000002,30.103288099999993,1,2016,24.711279,,1682,8922.202742099085,2230.5506855247713,4,16
hospital,-1.9487882000000005,30.125624900000002,1,2016,17.059904,,1683,30465.77744744322,3808.2221809304024,8,7
pharmacy,-1.9450008999999997,30.09173399999999,1,2016,20.27492,,1684,6774.766693967499,1129.1277823279165,6,3
hospital,-1.9785875000000002,30.112934000000003,1,2016,11.915309,,1685,72234.95785075129,36117.478925375646,2,2
pharmacy,-1.9590855999999999,30.110153599999997,1,2016,31.29706,,1686,13840.892342420388,2306.815390403398,6,18
pharmacy,-1.92373,30.0577822,1,2016,7.0994744,,1687,26934.40260874712,3366.80032609339,8,11
hospital,-1.9411889999999998,30.128997999999996,1,2016,11.19563,,1688,29239.85256300587,3654.9815703757336,8,1
veterinary,-1.9610530999999998,30.1196539,1,2016,18.647839,,1689,17002.148991195576,8501.074495597788,2,16
hospital,-1.9799911000000001,30.149565,1,2016,2.3049457,,1690,39604.33264461551,7920.866528923102,5,17
pharmacy,-1.9688895000000002,30.092591600000002,1,2016,13.428556,,1691,13699.24969293601,3424.8124232340024,4,16
pharmacy,-1.9473756,30.127475999999998,1,2016,15.338821,,1692,52643.46021767287,17547.820072557624,3,10
pharmacy,-1.9431988999999998,30.086518199999997,1,2016,14.546902,,1693,5733.149557832365,716.6436947290456,8,17
pharmacy,-1.9612009000000001,30.117711299999993,1,2016,15.686871,,1694,24993.712683141515,8331.237561047172,3,3
pharmacy,-1.9254176999999997,30.0971616,1,2016,14.549142,,1695,153112.61862584518,21873.231232263595,7,18
pharmacy,-1.9567157,30.063634899999993,1,2016,24.079662,,1696,8100.3996212020675,4050.1998106010337,2,19
hospital,-1.9623734000000002,30.095194799999998,1,2016,12.433306,,1697,11184.174080332183,11184.174080332183,1,14
pharmacy,-1.95863,30.148367100000005,1,2016,6.236799,,1698,36824.1017876362,7364.82035752724,5,2
pharmacy,-1.9618598000000003,30.0528156,1,2016,10.570672,,1699,26359.440997925667,6589.860249481417,4,12
clinic,-1.9570839,30.1049374,1,2016,27.078856,,1700,31276.744065802468,7819.186016450617,4,11
hospital,-1.9737933000000003,30.085957599999997,1,2016,14.015695,,1701,35924.94320982059,8981.235802455147,4,17
pharmacy,-1.9127888,30.085309400000003,1,2016,8.004358,,1702,41552.85326492146,13850.951088307154,3,6
pharmacy,-1.9613763999999998,30.1210602,1,2016,15.874981,,1703,66816.13297425979,66816.13297425979,1,19
pharmacy,-1.9233511999999995,30.094836499999992,1,2016,13.401924,,1704,33183.85219545018,16591.92609772509,2,13
clinicpharmacy,-1.8888448999999998,30.112214700000003,1,2016,0.7393734,,1705,17304.85445365647,5768.28481788549,3,7
pharmacy,-1.9137041,30.0757263,1,2016,8.461706,,1706,43155.86900152026,10788.967250380065,4,11
clinic,-1.9603523,30.1116408,1,2016,31.29706,,1707,147249.23921737398,73624.61960868699,2,7
hospital,-1.9261936000000002,30.096695999999998,1,2016,14.549142,,1708,19290.46581509766,3215.07763584961,6,13
pharmacy,-1.9757967999999997,30.1082559,1,2016,12.754098,,1709,8312.126032073538,1662.4252064147076,5,13
hospital,-1.9636133,30.1144185,1,2016,15.686871,,1710,66641.35896647425,66641.35896647425,1,1
pharmacy,-1.9746890999999995,30.07643029999999,1,2016,9.119432,,1711,19528.277767732066,2441.0347209665083,8,19
hospital,-1.9381216999999997,30.078230100000003,1,2016,21.816172,,1712,2508.224607057627,418.0374345096045,6,19
pharmacy,-1.9361105000000003,30.080711599999994,1,2016,21.816172,,1713,51401.45082182343,51401.45082182343,1,15
pharmacy,-1.9967950999999997,30.192054499999998,1,2016,3.3150768,,1714,12895.99160857125,1432.8879565079167,9,14
pharmacy,-1.9604230999999996,30.109106500000003,1,2016,27.078856,,1715,20119.94152094611,6706.647173648704,3,3
pharmacy,-1.9282436000000003,30.064717500000004,1,2016,12.025466,,1716,30698.845609411776,3410.982845490197,9,4
pharmacy,-1.9607582000000001,30.0548778,1,2016,9.874753,,1717,26648.807444115784,6662.201861028946,4,7
hospital,-1.9642982999999998,30.06176079999999,1,2016,18.385868,,1718,44777.08612525453,14925.695375084842,3,1
clinic,-1.9658019999999998,30.102076199999996,1,2016,14.372199,,1719,14250.02057321522,2035.7172247450314,7,19
hospital,-1.947167,30.1277626,1,2016,15.338821,,1720,36794.5788032528,7358.91576065056,5,3
pharmacy,-1.9463613999999996,30.128130599999995,1,2016,15.338821,,1721,16991.242146079,2831.8736910131665,6,15
pharmacy,-1.968677,30.1216121,1,2016,10.683788,,1722,46111.169165538566,15370.389721846188,3,13
hospital,-1.9579170999999997,30.165281899999997,1,2016,3.486647,,1723,40756.37238596697,5822.338912280996,7,14
chemist,-1.9502335000000002,30.0593127,1,2016,30.94052,,1724,8643.486391620025,1728.6972783240049,5,7
hospital,-1.9548828999999999,30.060204199999994,1,2016,30.955887,,1725,65250.05161212391,8156.256451515489,8,1
hospital,-1.9590148,30.059941299999995,1,2016,18.193888,,1726,12887.80191333788,1841.1145590482686,7,13
pharmacy,-1.9391855999999998,30.077243,1,2016,15.2053175,,1727,49417.39656063572,16472.465520211907,3,4
hospital,-1.9559588000000003,30.060435199999997,1,2016,30.955887,,1728,31802.09074805871,6360.418149611742,5,12
pharmacy,-2.0081874999999996,30.090289799999997,1,2016,1.2967685,,1729,138438.80652025077,15382.089613361197,9,7
hospital,-1.9704012999999998,30.078607299999994,1,2016,12.890078,,1730,17615.491938381354,3523.0983876762707,5,2
pharmacy,-1.9541835000000003,30.060874399999992,1,2016,30.955887,,1731,15532.396273440812,2588.7327122401352,6,17
pharmacy,-1.9585982,30.110611800000004,1,2016,31.29706,,1732,21602.847077123137,5400.711769280784,4,1
pharmacy,-1.9799024,30.037186600000002,1,2016,1.3106626,,1733,16265.80315719989,2710.9671928666485,6,14
clinic,-1.9756882999999996,30.074893099999993,1,2016,9.119432,,1734,49017.95320576698,8169.65886762783,6,1
pharmacy,-1.9357300000000002,30.099397200000002,1,2016,15.063156,,1735,4375.120720041666,875.0241440083331,5,3
pharmacy,-1.9765730000000001,30.1691008,1,2016,7.15404,,1736,7679.560368771141,1279.9267281285236,6,11
hospital,-1.9307663,30.1119129,1,2016,13.234482,,1737,7571.8831353473815,1892.9707838368454,4,7
chemist,-1.9508699999999999,30.092843499999994,1,2016,30.999332,,1738,56971.566668006926,14242.891667001732,4,9
hospital,-1.9250591000000001,30.262781299999997,1,2016,0.09828426,,1739,121858.20242952071,17408.31463278867,7,3
hospital,-1.9614954,30.1044506,1,2016,19.903688,,1740,19841.892838661068,2834.556119808724,7,1
pharmacy,-1.9152687,30.066951799999995,1,2016,7.7240295,,1741,18604.862993828963,3720.9725987657926,5,19
pharmacy,-1.9872042999999997,30.0489765,1,2016,3.8017619,,1742,23624.797079869477,7874.932359956492,3,2
clinic,-1.9667616,30.060064799999996,1,2016,13.871978,,1743,70395.0553101872,23465.018436729068,3,5
hospital,-2.0508811999999996,30.051987799999996,1,2016,0.38089204,,1744,8713.657190419846,2904.5523968066154,3,17
pharmacy,-1.9479821999999998,30.0499959,1,2016,8.462211,,1745,27955.49283069989,13977.746415349946,2,19
veterinary,-1.9321084000000002,30.146945500000005,1,2016,7.2684846,,1746,58407.385787417996,9734.564297903,6,5
pharmacy,-1.940119,30.0470438,1,2016,18.541735,,1747,36355.25975215649,12118.419917385496,3,14
hospital,-1.9623118999999996,30.0602291,1,2016,18.385868,,1748,26624.353382106397,8874.784460702132,3,10
doctors,-1.9616214,30.1050836,1,2016,21.1531,,1749,59936.80838166226,5448.800761969296,11,7
pharmacy,-1.9668446999999996,30.1029478,1,2016,14.372199,,1750,1475.522889045052,368.880722261263,4,8
pharmacy,-1.9774838000000001,30.0851403,1,2016,12.470545,,1751,43385.272515200275,4338.527251520028,10,8
pharmacy,-1.9004096,30.0545222,1,2016,4.588122,,1752,11452.053259419989,1431.5066574274986,8,7
pharmacy,-1.9125668,30.076390500000002,1,2016,8.461706,,1753,3531.1084288414827,1177.036142947161,3,13
pharmacy,-1.9656271,30.119918499999997,1,2016,10.683788,,1754,36724.618006271296,5246.374000895899,7,14
hospital,-1.9837769999999997,30.153808,1,2016,1.8410147,,1755,86999.57783580685,17399.91556716137,5,19
hospital,-1.9132845,30.075015499999992,1,2016,8.461706,,1756,19197.80993015945,6399.269976719816,3,11
pharmacy,-1.9644204000000007,30.061248599999992,1,2016,18.385868,,1757,57117.99798990791,11423.599597981582,5,2
clinic,-1.9541932000000002,30.1255368,1,2016,12.423204,,1758,110445.58751569707,18407.597919282845,6,17
hospital,-1.9413562,30.130873500000003,1,2016,11.19563,,1759,82036.08197783012,16407.216395566025,5,6
pharmacy,-1.9448004,30.059544499999994,1,2016,39.700336,,1760,113546.13730337091,22709.22746067418,5,9
pharmacy,-1.9812685,30.104349599999992,1,2016,9.258549,,1761,46264.374334356704,23132.187167178352,2,19
pharmacy,-1.9370864999999997,30.062424,1,2016,12.809636,,1762,23752.27605822659,3958.7126763710985,6,5
doctors,-1.9644035,30.1048338,1,2016,19.903688,,1763,4438.333238010846,887.6666476021692,5,9
hospital,-1.9491973000000002,30.1054281,1,2016,11.005641,,1764,17221.90694313669,4305.476735784173,4,7
hospital,-1.9671625999999998,30.078368999999995,1,2016,16.639814,,1765,9478.235077752377,1354.033582536054,7,4
pharmacy,-1.9443856999999993,30.1298752,1,2016,15.338821,,1766,193095.99303915555,38619.19860783111,5,18
pharmacy,-1.9721433,30.158971000000005,1,2016,7.7523813,,1767,18473.899694121,3078.9832823535,6,18
pharmacy,-1.9333535,30.1745091,1,2016,0.9076583,,1768,24914.489149795892,4152.414858299316,6,17
clinic,-1.950568,30.0993109,1,2016,22.688988,,1769,38234.18830105949,6372.364716843248,6,4
hospital,-1.9263121999999995,30.067468999999992,1,2016,12.025466,,1770,23008.11931638484,7669.373105461614,3,16
pharmacy,-1.9458958,30.056430799999994,1,2016,39.700336,,1771,119976.48454435887,23995.296908871773,5,5
pharmacy,-1.9871876,30.070770199999995,1,2016,7.566906,,1772,11817.663976018854,2954.4159940047134,4,9
doctors,-1.9732624999999995,30.116328100000004,1,2016,7.7026734,,1773,26758.499903075655,3344.812487884457,8,2
pharmacy,-1.9602871000000002,30.115694599999998,1,2016,26.464813,,1774,10483.201672314915,3494.400557438305,3,2
hospital,-1.9498743000000003,30.1247284,1,2016,17.059904,,1775,5883.914135755576,2941.957067877788,2,4
pharmacy,-1.9351492000000001,30.063425399999996,1,2016,12.809636,,1776,11946.945393702974,11946.945393702974,1,17
optician,-1.9483319000000001,30.064943899999992,1,2016,36.910233,,1777,21225.598378796192,3032.2283398280274,7,19
pharmacy,-1.9935783999999996,30.049372300000005,1,2016,2.084898,,1778,14338.41783074854,4779.472610249513,3,3
clinic,-1.9411040000000002,30.0589174,1,2016,31.969482,,1779,11021.233619402816,5510.616809701408,2,5
pharmacy,-1.9622577,30.0171546,1,2016,1.093581,,1780,5397.453441037667,1349.3633602594168,4,10
hospital,-1.9634220999999996,30.055868799999992,1,2016,16.806932,,1781,20269.94299932516,3378.3238332208603,6,6
pharmacy,-1.9454586999999999,30.094177300000002,1,2016,20.27492,,1782,4891.623962313535,2445.8119811567676,2,3
hospital,-1.9796677000000003,30.0995957,1,2016,8.788071,,1783,47101.303919616454,6728.757702802351,7,17
hospital,-1.9368668999999998,30.057786899999993,1,2016,17.6569,,1784,23919.271524381813,5979.817881095453,4,10
veterinary,-1.9462889000000003,30.0570958,1,2016,39.700336,,1785,5127.884631218235,512.7884631218235,10,12
pharmacy,-1.9468173999999996,30.069960999999992,1,2016,35.581184,,1786,16168.026901418842,2021.0033626773552,8,1
doctors,-1.9193739,30.111798199999996,1,2016,6.2317333,,1787,10382.153426560593,1730.3589044267655,6,18
doctors,-1.954244,30.169202,1,2016,2.9221575,,1788,30308.228140325475,4329.746877189354,7,19
hospital,-1.9756818000000003,30.101865699999998,1,2016,13.320524,,1789,84157.93120865086,28052.643736216953,3,4
hospital,-1.9489972999999998,30.104416300000004,1,2016,19.274738,,1790,3377.285402223758,844.3213505559395,4,15
hospital,-1.9472666000000003,30.048586699999998,1,2016,13.365642,,1791,24711.551346567656,3088.943918320957,8,9
pharmacy,-1.9131698999999998,30.076295299999998,1,2016,8.461706,,1792,18767.223650338172,3753.4447300676343,5,6
pharmacy,-1.9800260999999997,30.1020343,1,2016,9.258549,,1793,43102.663677764096,10775.665919441024,4,12
pharmacy,-1.9765859999999997,30.168862300000004,1,2016,7.15404,,1794,27260.570366597003,6815.142591649251,4,18
pharmacy,-1.9518001999999999,30.241509399999995,1,2016,0.5507726,,1795,10384.095837673207,2076.8191675346416,5,15
hospital,-1.8598737,30.153672699999994,1,2016,0.21382764,,1796,16009.635910205387,3201.9271820410772,5,19
pharmacy,-1.9901965,30.061490299999996,1,2016,5.9044724,,1797,9936.539927204449,2484.134981801112,4,9
clinic,-1.9886204,30.148103099999997,1,2016,1.568614,,1798,64602.41923958121,21534.13974652707,3,13
pharmacy,-1.9471310999999996,30.112660399999992,1,2016,8.30864,,1799,22500.923879754526,3750.153979959088,6,16
pharmacy,-1.9717010999999998,30.076864599999997,1,2016,10.792701,,1800,147442.07794691029,18430.259743363786,8,13
pharmacy,-1.9430123,30.0595771,1,2016,31.969482,,1801,20730.041061103286,4146.008212220657,5,1
hospital,-1.9452939,30.0517438,1,2016,24.70189,,1802,10846.451264685338,2169.2902529370676,5,18
veterinary,-1.9382739,30.187698599999997,1,2016,0.6484652,,1803,4847.825861212713,1615.9419537375709,3,3
hospital,-1.9789629,30.0850443,1,2016,12.470545,,1804,3629.53682879289,725.907365758578,5,17
pharmacy,-1.9682032999999999,30.103057,1,2016,14.372199,,1805,4518.177831828627,903.6355663657254,5,5
doctors,-1.9490932000000003,30.1231101,1,2016,17.059904,,1806,28771.09887576902,2877.109887576902,10,6
hospital,-1.980338,30.0914382,1,2016,4.776141,,1807,36633.742585134554,9158.435646283639,4,17
hospital,-1.95458,30.1687763,1,2016,2.9221575,,1808,4531.504569897842,1132.8761424744605,4,17
hospital,-1.9901018,30.0959092,1,2016,5.0433636,,1809,53908.22345920749,5989.80260657861,9,1
pharmacy,-1.9297433,30.112910199999998,1,2016,13.234482,,1810,13587.954059540003,2717.5908119080004,5,7
hospital,-1.9781801,30.048990599999996,1,2016,11.68385,,1811,25509.163307397124,6377.290826849281,4,16
pharmacy,-1.9783713,30.065529900000005,1,2016,4.3213587,,1812,110439.22274935484,55219.61137467742,2,5
pharmacy,-1.9335802,30.1208771,1,2016,9.233837,,1813,54005.39974718918,13501.349936797295,4,16
pharmacy,-1.983016,30.107382899999994,1,2016,7.9781833,,1814,16839.27697829763,4209.819244574407,4,4
hospital,-1.9716512999999998,30.2249135,1,2016,2.131324,,1815,9034.517286925422,1806.9034573850845,5,11
pharmacy,-1.9347132,30.13128989999999,1,2016,8.766006,,1816,2561.0807047102617,1280.5403523551308,2,14
hospital,-1.9668900000000002,30.0601513,1,2016,13.871978,,1817,10730.513390556855,1341.3141738196068,8,13
pharmacy,-1.9713208000000002,30.175561400000003,1,2016,6.2285776,,1818,17834.13793720483,5944.712645734943,3,8
pharmacy,-1.9272658,30.0562977,1,2016,10.899232,,1819,8207.638079816694,1641.5276159633388,5,15
pharmacy,-1.9671955999999997,30.058307,1,2016,15.164299,,1820,19317.04282006843,4829.260705017107,4,18
clinic,-1.9410615000000002,30.050925699999997,1,2016,18.541735,,1821,23785.986481744,4757.1972963488,5,7
pharmacy,-1.9362531000000003,30.130067700000005,1,2016,8.766006,,1822,17591.023424068346,2513.003346295478,7,19
hospital,-1.9128559999999994,30.0863041,1,2016,8.004358,,1823,11498.793768754816,1916.4656281258028,6,9
hospital,-1.9364207999999994,30.058293699999993,1,2016,17.6569,,1824,26072.976452471605,3724.710921781658,7,11
pharmacy,-1.9395278,30.077061399999998,1,2016,15.2053175,,1825,34267.08836289066,11422.36278763022,3,10
pharmacy,-1.9579387,30.1064607,1,2016,27.078856,,1826,7402.706255632261,925.3382819540326,8,14
clinic,-1.9702036,30.077668200000005,1,2016,10.792701,,1827,90303.5795937575,30101.19319791917,3,16
pharmacy,-1.9762149,30.104339700000004,1,2016,13.320524,,1828,19958.529358472344,3326.421559745391,6,8
hospital,-1.9514975999999995,30.109797600000004,1,2016,12.847833,,1829,22445.594165817507,3740.9323609695844,6,1
pharmacy,-1.9314645000000001,30.143533499999993,1,2016,5.925947,,1830,44721.71349874771,7453.618916457952,6,12
pharmacy,-1.9800560999999999,30.1335536,1,2016,6.7441483,,1831,27811.81282711007,9270.604275703356,3,3
pharmacy,-1.9300815999999996,30.127571599999996,1,2016,6.9093256,,1832,57132.969819973485,57132.969819973485,1,2
pharmacy,-1.9633118999999997,30.135017899999998,1,2016,35.05731,,1833,29352.240662927776,4892.040110487963,6,16
hospital,-1.9900556,30.0616547,1,2016,5.9044724,,1834,11938.964111589165,2387.792822317833,5,4
clinic,-1.9407869,30.1298485,1,2016,11.19563,,1835,31618.685092017015,15809.342546008507,2,2
pharmacy,-1.9368377,30.147873099999998,1,2016,6.7369757,,1836,7018.282385691973,1754.5705964229933,4,12
pharmacy,-1.9818944,30.109502799999994,1,2016,8.592502,,1837,24552.272761393215,2455.2272761393215,10,17
pharmacy,-1.9464587000000002,30.059612899999998,1,2016,39.700336,,1838,21306.554116276213,7102.184705425404,3,10
hospital,-1.9397053999999996,30.0792798,1,2016,17.71015,,1839,17887.960052073497,1626.1781865521361,11,8
pharmacy,-1.9441155999999997,30.060597599999994,1,2016,42.355274,,1840,19369.64615517175,9684.823077585876,2,18
pharmacy,-1.9152274000000002,30.0670699,1,2016,7.7240295,,1841,3354.8118068774106,1118.2706022924701,3,18
pharmacy,-1.9683036,30.121062,1,2016,10.683788,,1842,12724.37968206312,4241.45989402104,3,18
hospital,-1.9865424000000003,30.0879828,1,2016,3.2846985,,1843,24169.454427468987,12084.727213734493,2,2
clinic,-1.9404350999999997,30.05084,1,2016,18.541735,,1844,25844.585303948912,8614.861767982971,3,12
hospital,-1.8363151,30.072110099999996,1,2016,0.11458011,,1845,7881.904638773969,1313.6507731289948,6,10
hospital,-1.9677639999999994,30.162878699999997,1,2016,7.4109416,,1846,78097.0716982824,13016.178616380399,6,8
pharmacy,-1.905592,30.080000599999998,1,2016,4.6643286,,1847,9263.38815128123,1323.3411644687471,7,19
hospital,-1.9529779999999999,30.061099000000002,1,2016,30.955887,,1848,58073.06281803755,19357.687606012518,3,10
hospital,-2.0422828,30.0743478,1,2016,0.2750594,,1849,33765.48351362741,6753.096702725483,5,11
clinic,-1.9467133,30.106896000000003,1,2016,9.28118,,1850,11542.286878651108,5771.143439325554,2,14
hospital,-1.9464348999999996,30.0942806,1,2016,20.27492,,1851,130002.75124144551,26000.550248289102,5,15
pharmacy,-1.9466837,30.058585299999997,1,2016,39.700336,,1852,6676.5934123628185,1669.1483530907046,4,10
pharmacy,-1.9850577000000003,30.2246825,1,2016,2.2869744,,1853,55224.06920823411,55224.06920823411,1,4
pharmacy,-1.9429670999999997,30.058864700000004,1,2016,31.969482,,1854,59909.01766168735,19969.672553895783,3,7
hospital,-1.9727626000000003,30.160898999999993,1,2016,7.7523813,,1855,11264.143194797763,3754.7143982659213,3,11
pharmacy,-1.9263996,30.0558176,1,2016,10.899232,,1856,88651.2400946926,11081.405011836576,8,3
pharmacy,-1.9746416,30.0537383,1,2016,9.8924885,,1857,17153.4309057748,1715.3430905774799,10,5
clinic,-1.9631157999999997,30.059998,1,2016,18.385868,,1858,29398.344119654048,7349.586029913512,4,2
hospital,-1.9337656,30.130649100000003,1,2016,6.9093256,,1859,28575.981571200522,5715.196314240105,5,12
hospital,-1.9673965,30.156555099999995,1,2016,8.169774,,1860,19258.18142525795,3209.6969042096584,6,5
pharmacy,-1.9581439,30.111589499999997,1,2016,31.29706,,1861,49553.50496400923,16517.834988003076,3,7
pharmacy,-1.9578755000000005,30.112735000000004,1,2016,31.29706,,1862,48702.64991124276,4427.513628294797,11,4
pharmacy,-1.9432754,30.057063200000005,1,2016,39.700336,,1863,3833.249005062152,766.6498010124303,5,11
pharmacy,-1.9767545999999996,30.1704668,1,2016,7.15404,,1864,81173.185426791,16234.6370853582,5,9
pharmacy,-1.9261371,30.097251400000005,1,2016,14.549142,,1865,4177.6660651700795,1392.555355056693,3,4
hospital,-1.9678528,30.067136600000005,1,2016,11.863979,,1866,61854.8756124865,8836.410801783786,7,9
hospital,-1.9242668000000003,30.0691706,1,2016,9.362721,,1867,67962.07696013182,33981.03848006591,2,12
pharmacy,-1.9468265999999999,30.1329474,1,2016,10.243279,,1868,7398.5075009154125,1479.7015001830825,5,16
pharmacy,-1.9683551000000001,30.0580642,1,2016,15.164299,,1869,14605.971224241795,3651.492806060449,4,1
clinic,-1.9302405,30.097876599999996,1,2016,15.086516,,1870,7290.266137325658,1215.044356220943,6,8
hospital,-1.9474340999999995,30.1472122,1,2016,3.2725694,,1871,17766.660416806386,4441.6651042015965,4,1
pharmacy,-1.9422882,30.0446357,1,2016,18.857533,,1872,16187.032145476313,3237.4064290952624,5,19
pharmacy,-1.9041542999999999,30.0794352,1,2016,4.6643286,,1873,48033.81553997753,16011.271846659176,3,4
pharmacy,-1.9691774999999998,30.077275399999998,1,2016,14.441975,,1874,81659.11654533067,16331.823309066134,5,14
hospital,-1.9653126999999995,30.1473346,1,2016,7.0056806,,1875,88937.02471551218,14822.837452585363,6,14
clinic,-1.9455630999999998,30.1900848,1,2016,0.7801131,,1876,12554.468957706946,4184.822985902315,3,9
pharmacy,-1.9424582999999997,30.06204569999999,1,2016,28.106236,,1877,17868.204478692904,2552.6006398132718,7,9
hospital,-1.9606015,30.102915299999996,1,2016,24.711279,,1878,4091.0699151723384,1022.7674787930846,4,17
doctors,-1.9585846,30.1071462,1,2016,27.078856,,1879,9839.20243594625,4919.601217973125,2,15
pharmacy,-1.9789975,30.096256900000004,1,2016,14.639756,,1880,57806.21836813316,4817.184864011097,12,10
pharmacy,-1.9415978,30.059243399999996,1,2016,31.969482,,1881,110811.16590660877,27702.791476652194,4,17
hospital,-1.9495407,30.059730800000004,1,2016,30.94052,,1882,6410.2344705846035,3205.1172352923018,2,9
pharmacy,-1.9336267000000003,30.076946899999996,1,2016,21.091215,,1883,12179.819732257612,1739.9742474653733,7,4
pharmacy,-1.976242,30.1676388,1,2016,7.4400067,,1884,21452.452275959145,21452.452275959145,1,14
shoes,-1.942115,30.0582459,1,2016,31.969482,,1885,29148.5707242853,29148.5707242853,1,3
pharmacy,-1.9947263,30.050015999999996,1,2016,2.084898,,1886,9802.536719369851,3267.5122397899504,3,12
pharmacy,-1.9962455,30.0500741,1,2016,2.084898,,1887,33659.851112700664,3365.985111270066,10,1
pharmacy,-1.9967029,30.0496182,1,2016,2.084898,,1888,13713.837696933018,6856.918848466509,2,1
pharmacy,-1.9951453000000003,30.050201,1,2016,2.084898,,1889,21710.422616387492,2412.26917959861,9,13
hospital,-1.9949655,30.050123899999996,1,2016,2.084898,,1890,38035.8436474236,12678.6145491412,3,14
bed,-1.9948612,30.0503437,1,2016,2.084898,,1891,22168.380921960514,3694.7301536600858,6,16
hairdresser,-1.9948245000000002,30.050417000000003,1,2016,2.084898,,1892,14237.208158701058,2847.4416317402115,5,7
cafe,-1.9565642999999995,30.1065835,1,2016,20.114792,,1893,19739.76081358048,6579.920271193493,3,10
hotel,-1.9574879999999995,30.1120156,1,2016,31.29706,,1894,20163.655714579214,2520.4569643224017,8,15
arts_centre,-1.9328994000000002,30.077137,1,2016,21.091215,,1895,15214.268294570995,3803.5670736427487,4,8
mall,-1.9234278000000002,30.0945403,1,2016,13.401924,,1896,17004.00081371313,3400.800162742626,5,11
hotel,-1.9754369999999997,30.042984,1,2016,10.810399,,1897,108950.30834331246,27237.577085828114,4,14
police,-1.9716979999999997,30.1028974,1,2016,13.92259,,1898,38596.59919986921,9649.149799967303,4,13
shelter,-1.9711726,30.114157,1,2016,7.7026734,,1899,16391.524508614646,5463.841502871549,3,13
bakery,-1.9454261999999998,30.104406999999995,1,2016,16.005146,,1900,44220.97064404381,8844.194128808762,5,9
supermarket,-1.9451586999999997,30.104364399999998,1,2016,16.005146,,1901,15774.981430226368,5258.327143408789,3,17
fuel,-1.9425415999999998,30.0425075,1,2016,18.857533,,1902,71191.2102038885,10170.172886269787,7,18
fuel,-1.9030151,30.052259200000005,1,2016,3.2804778,,1903,31877.06906502909,15938.534532514544,2,19
fixme,-1.9417670000000005,30.079588699999995,1,2016,17.71015,,1904,19785.366068943546,2826.4808669919353,7,13
cafe,-1.9413802999999996,30.0796122,1,2016,17.71015,,1905,34465.597300531714,8616.399325132928,4,12
apartment,-1.9823306000000003,30.179338399999995,1,2016,4.7555804,,1906,4578.486884373116,1526.1622947910384,3,8
guest_house,-1.9440000000000002,30.061999999999994,1,2016,42.355274,,1907,7138.318554920191,2379.4395183067304,3,11
mall,-1.9416990999999995,30.0587278,1,2016,31.969482,,1908,6674.669664643559,834.3337080804449,8,7
restaurant,-1.9493205,30.059793399999993,1,2016,30.94052,,1909,25411.143944550833,2541.114394455083,10,1
hairdresser,-1.9493109,30.0596937,1,2016,30.94052,,1910,124556.5364053979,24911.30728107958,5,10
restaurant,-1.9655962999999999,30.060053200000002,1,2016,13.871978,,1911,205109.6813857953,25638.710173224412,8,15
attraction,-1.9774862999999996,30.0381336,1,2016,7.093651,,1912,41691.43960414801,41691.43960414801,1,4
hotel,-1.9602104999999999,30.10500409999999,1,2016,27.078856,,1913,36346.18315897747,6057.697193162911,6,1
restaurant,-1.9625659,30.1028246,1,2016,19.903688,,1914,3637.1011858763427,1818.5505929381713,2,11
