type,lat,lon,activity_score,cluster,firm_id,revenue_estimate,employee_count,years_in_operation,productivity
convenience,-1.9404822999999995,30.0448855,1,,539,12370.973125442233,6,14,2061.828854240372
atm,-1.9417012,30.04566489999999,1,,540,50802.05634934593,6,6,8467.009391557654
travel_agency,-1.9409226999999998,30.04520769999999,1,,541,7117.36709039964,4,7,1779.34177259991
travel_agency,-1.9408497000000002,30.045169800000004,1,,542,37414.14714979206,6,6,6235.69119163201
clothes,-1.9407745,30.045137699999994,1,,543,93112.9564547366,9,17,10345.884050526289
clothes,-1.9408081999999998,30.045047600000004,1,,544,1860.0441442116014,6,8,310.00735736860025
electronics,-1.9407453,30.045010799999993,1,,545,9927.904866836163,4,12,2481.9762167090407
electronics,-1.9407065,30.0451093,1,,546,39225.10000737576,6,4,6537.51666789596
mobile_phone,-1.9406630999999999,30.0449992,1,,547,17978.908753762924,7,10,2568.4155362518463
mobile_phone,-1.9405923,30.044994899999995,1,,548,31925.03806964558,4,6,7981.259517411395
restaurant,-1.9401676999999995,30.0449574,1,,549,12040.302140624262,3,7,4013.434046874754
mobile_phone,-1.9406111,30.044030299999996,1,,550,24018.743590831487,4,8,6004.685897707872
bureau_de_change,-1.9407525,30.0440682,1,,551,18851.028705212597,5,3,3770.2057410425195
bureau_de_change,-1.9408037,30.044101199999997,1,,552,70811.87996063588,3,8,23603.959986878628
travel_agency,-1.9408551000000003,30.044121,1,,553,28407.851389001567,5,15,5681.570277800313
mobile_phone,-1.9405371999999999,30.0440109,1,,554,30871.93081153391,3,1,10290.643603844637
cafe,-1.9407135999999996,30.044054799999998,1,,555,14590.458021731794,5,13,2918.091604346359
convenience,-1.9406562,30.044032399999995,1,,556,13526.334607521705,5,18,2705.266921504341
convenience,-1.9435583,30.0343048,1,,557,14291.808388970385,5,15,2858.361677794077
internet_cafe,-1.9403825999999997,30.0445994,1,,558,32677.829904509537,6,7,5446.304984084923
fuel,-1.9426259,30.041717,1,,559,14458.178494068467,6,15,2409.6964156780778
bar,-1.9477657,30.0273684,1,,560,29430.14761150575,6,3,4905.024601917625
bar,-1.9435765999999999,30.038109100000003,1,,561,175501.13667460156,5,14,35100.22733492031
fuel,-1.9492681000000003,30.022228500000004,1,,562,52634.37505499981,7,4,7519.196436428544
company,-1.93887,30.0546869,1,,563,15898.443142244278,3,4,5299.481047414759
place_of_worship,-1.9385668000000003,30.0572294,1,,564,73219.27040219214,5,3,14643.854080438428
bar,-1.9365812999999992,30.062006400000005,1,,565,14646.030571468875,7,5,2092.290081638411
clinic,-1.9494581,30.080874499999997,1,,566,2869.4494607270335,2,11,1434.7247303635168
government,-1.9392355000000001,30.0507983,1,,567,8037.824082847447,8,8,1004.7280103559309
bar,-1.9602839,30.1113576,1,,568,3392.1122162116567,4,2,848.0280540529142
company,-1.9533093000000001,30.102895199999992,1,,569,15498.313894010797,2,16,7749.156947005398
hairdresser,-1.9602252,30.1096036,1,,570,22435.916730316385,5,10,4487.183346063277
company,-1.9595415,30.1163487,1,,571,117763.93069568902,5,18,23552.786139137803
hairdresser,-1.9607117000000003,30.113955700000005,1,,572,30544.116916505223,4,7,7636.029229126306
guest_house,-1.9619625,30.110084099999998,1,,573,17692.559645785397,6,5,2948.759940964233
ngo,-1.9610722,30.1120029,1,,574,50483.68941354136,8,7,6310.46117669267
hotel,-1.9526784999999995,30.0805076,1,,575,2413.57587171684,4,6,603.39396792921
restaurant,-1.949374,30.059814900000003,1,,576,27878.59748264521,3,1,9292.865827548403
guest_house,-1.9643551999999995,30.0648905,1,,577,47613.194342916715,6,11,7935.532390486119
bank,-1.9510888000000002,30.0618624,1,,578,5021.147409612991,4,13,1255.2868524032478
government,-1.956579,30.063613200000002,1,,579,69130.6895245592,2,12,34565.3447622796
atm,-1.9582489999999995,30.063285100000005,1,,580,30899.534791906997,3,1,10299.844930635665
marketplace,-1.960392,30.093524299999995,1,,581,14540.775511750726,1,15,14540.775511750726
hostel,-1.9516949999999997,30.0809181,1,,582,41472.33536030193,9,1,4608.03726225577
ngo,-1.9642251000000002,30.051955799999998,1,,583,213350.76148767187,5,3,42670.152297534376
restaurant,-1.8066736999999997,30.179627700000005,1,,584,26419.727267276867,3,15,8806.575755758955
restaurant,-1.960852,30.095218600000003,1,,585,28232.260326925967,4,9,7058.065081731492
cafe,-1.9641487000000002,30.0600311,1,,586,13913.83712333775,3,14,4637.9457077792495
museum,-1.9523150999999996,30.098985399999997,1,,587,9415.90566717195,4,8,2353.9764167929875
motel,-1.9780422000000002,30.095430800000003,1,,588,50530.67297607288,6,4,8421.77882934548
restaurant,-1.9742532,30.04752909999999,1,,589,9357.338437724427,4,6,2339.334609431107
bank,-1.949161,30.059817000000002,1,,590,23660.593866047682,2,1,11830.296933023841
artwork,-1.9421698,30.0908089,1,,591,13661.57672969541,6,18,2276.929454949235
diplomatic,-1.9299885000000003,30.1107103,1,,592,35560.11152055052,3,6,11853.370506850173
diplomatic,-1.9340240999999996,30.095624699999995,1,,593,30750.517589963758,6,14,5125.08626499396
diplomatic,-1.9516455000000001,30.093057299999998,1,,594,62164.5353103339,2,11,31082.26765516695
school,-1.9545041999999997,30.060087199999998,1,,595,13226.57842412419,8,17,1653.3223030155239
clinic,-1.9519193,30.062957800000003,1,,596,16816.655359025805,3,9,5605.5517863419345
butcher,-1.9417323,30.047839500000002,1,,597,8277.003487368158,6,7,1379.5005812280262
restaurant,-1.9594743,30.083706199999998,1,,598,14125.073222907897,4,14,3531.268305726974
restaurant,-1.9598403,30.082933100000005,1,,599,32122.130429140616,5,17,6424.426085828123
place_of_worship,-1.9537034000000002,30.05954849999999,1,,600,46957.049226963914,6,8,7826.174871160652
scrap_yard,-1.9609415,30.0820311,1,,601,8758.979448425798,1,16,8758.979448425798
restaurant,-1.9522266999999998,30.081810800000003,1,,602,52554.495518998774,5,12,10510.899103799755
hotel,-1.9509077,30.082491199999996,1,,603,85445.82760069011,7,12,12206.546800098587
motel,-1.9382855,30.0524651,1,,604,33304.07041634986,6,5,5550.678402724977
company,-1.9459647000000002,30.06796,1,,605,143888.76468096155,6,5,23981.460780160258
attraction,-1.9416545999999995,30.090894599999995,1,,606,10159.97033044509,7,14,1451.4243329207272
guest_house,-1.9414818000000003,30.0916125,1,,607,6344.510924296969,4,6,1586.1277310742423
bar,-1.9969526,30.119293999999996,1,,608,3719.2590640403823,3,7,1239.7530213467942
cafe,-1.9416897000000002,30.0908973,1,,609,98326.05347829392,8,17,12290.75668478674
company,-1.9391394999999998,30.0915033,1,,610,42377.195576449354,4,9,10594.298894112339
hotel,-1.9242665000000003,30.096180799999992,1,,611,20835.537242255785,5,13,4167.107448451157
restaurant,-1.9755604,30.108285199999997,1,,612,29142.959217314663,5,9,5828.591843462933
company,-1.9509476,30.0622326,1,,613,7147.450171414295,3,16,2382.483390471432
place_of_worship,-1.9505037999999992,30.0629013,1,,614,254168.31388073417,9,4,28240.92376452602
guest_house,-1.9339123000000003,30.113664100000005,1,,615,25064.83588187593,8,2,3133.104485234491
government,-1.9413272999999995,30.081313599999994,1,,616,24572.78465352127,6,13,4095.464108920212
cafe,-1.9557697999999997,30.065940799999993,1,,617,45513.607396997584,3,13,15171.202465665861
government,-1.9461532999999998,30.0597321,1,,618,35632.35070040601,5,19,7126.470140081202
hotel,-1.9476719000000002,30.0637666,1,,619,27553.47729661152,5,12,5510.695459322304
hotel,-1.9539086,30.11096879999999,1,,620,9991.855044602211,5,4,1998.3710089204421
restaurant,-1.9308359,30.063823600000003,1,,621,35294.003541146616,3,10,11764.667847048871
gift,-1.9508772,30.062982000000005,1,,622,144643.083880479,7,16,20663.29769721129
pharmacy,-1.9450002,30.058148700000004,1,,623,84577.2034194029,3,19,28192.401139800964
apartment,-1.9730746,30.125762099999992,1,,624,108357.00176799814,1,8,108357.00176799814
restaurant,-1.9424688000000003,30.061417,1,,625,13210.725593079587,6,6,2201.787598846598
bar,-1.9656686000000003,30.059581000000005,1,,626,8187.756271105997,6,4,1364.626045184333
community_centre,-1.9419968,30.078679899999997,1,,627,19422.99747633519,4,7,4855.749369083797
ice_cream,-1.9435132,30.059017299999994,1,,628,23288.731880291303,5,14,4657.7463760582605
hotel,-1.9230629,30.093378099999995,1,,629,65787.92030510904,9,13,7309.768922789894
guest_house,-1.9608558000000003,30.1055865,1,,630,4054.308291151279,5,5,810.8616582302558
car,-1.9561361999999998,30.160073599999997,1,,631,101676.38163895377,4,9,25419.095409738442
apartment,-1.9794664,30.134899199999992,1,,632,18807.144466129153,3,3,6269.048155376385
car_repair,-1.9481399,30.119380699999997,1,,633,14373.175416368307,6,10,2395.5292360613844
electronics,-1.9555293999999994,30.158929199999992,1,,634,8005.592386386511,2,15,4002.7961931932555
police,-1.9534651000000003,30.1529498,1,,635,4209.685951851267,6,17,701.6143253085446
government,-1.9584961,30.0880621,1,,636,50169.90299557679,6,6,8361.650499262798
fuel,-1.9750461000000001,30.1351975,1,,637,23702.077160564702,6,3,3950.3461934274505
school,-1.9453963999999997,30.142730199999995,1,,638,6063.479567022319,5,18,1212.695913404464
government,-1.9377814,30.0795651,1,,639,6032.526726671593,3,5,2010.8422422238643
hotel,-1.9112091,30.083610500000002,1,,640,15744.010728246081,4,13,3936.0026820615203
hotel,-1.9112107,30.083591899999995,1,,641,116893.84863008802,4,1,29223.462157522004
apartment,-1.9766495,30.0424223,1,,642,16990.48310002558,5,17,3398.096620005116
diplomatic,-1.9379290999999996,30.100991300000004,1,,643,4899.346201259076,4,3,1224.836550314769
motel,-1.9407315000000003,30.062130399999997,1,,644,17227.408912981886,4,19,4306.852228245471
fast_food,-1.9772144000000003,30.085161899999992,1,,645,16768.81902163164,5,12,3353.7638043263278
hotel,-1.9225666000000006,30.099786700000003,1,,646,1484.9158115316393,5,8,296.98316230632787
government,-1.9775524,30.084858299999997,1,,647,20862.428348119163,5,8,4172.485669623833
restaurant,-1.942748,30.0608083,1,,648,17484.41986246234,7,15,2497.7742660660483
government,-1.9491135000000002,30.1165807,1,,649,44187.903971681866,3,11,14729.301323893955
government,-1.9489216,30.1170551,1,,650,139938.18871868736,2,1,69969.09435934368
government,-1.9490951999999997,30.117195700000003,1,,651,67952.55564541595,4,16,16988.138911353988
parking_space,-1.9605569999999999,30.061521199999998,1,,652,16833.24887818398,4,14,4208.312219545995
government,-1.9564397,30.06351799999999,1,,653,7284.281535033184,6,7,1214.0469225055306
restaurant,-1.9358987999999997,30.0846998,1,,654,288762.49229738105,3,6,96254.16409912701
bank,-1.9240183000000002,30.0707225,1,,655,23370.233852644644,5,4,4674.046770528928
school,-1.9562562,30.139645000000005,1,,656,22335.425667316653,5,8,4467.085133463331
school,-1.9564234,30.139643600000003,1,,657,21501.434071471103,5,19,4300.286814294221
atm,-1.9473873000000002,30.0928954,1,,658,26851.709347716853,5,3,5370.34186954337
fast_food,-1.9808261999999996,30.1035186,1,,659,19065.57416607514,3,4,6355.191388691714
cafe,-1.9736590999999999,30.0769615,1,,660,12410.994265998233,10,13,1241.0994265998233
place_of_worship,-1.9423895999999998,30.078746900000002,1,,661,12748.145114144836,5,2,2549.629022828967
department_store,-1.924595,30.070126600000002,1,,662,21316.71380735732,4,11,5329.17845183933
company,-1.925273,30.070449799999995,1,,663,12791.999671916481,4,16,3197.9999179791203
company,-1.927916,30.069046200000003,1,,664,10798.410402467574,7,10,1542.6300574953677
college,-1.9963069,30.1177026,1,,665,24500.0448634385,3,15,8166.681621146166
food,-1.9340678999999998,30.0802501,1,,666,17069.060608965636,6,10,2844.843434827606
company,-1.9696783999999998,30.092983700000005,1,,667,99110.72996586961,2,2,49555.36498293481
hotel,-1.9489465999999995,30.0690638,1,,668,1554.6880469702148,4,6,388.6720117425537
supermarket,-1.9433162,30.058761599999993,1,,669,65611.53854521505,4,14,16402.884636303763
hotel,-1.9437852999999998,30.0581957,1,,670,76579.53802996603,4,2,19144.884507491508
cafe,-1.9472358000000003,30.059626900000005,1,,671,2770.0198565681617,8,10,346.2524820710202
bank,-1.9469732000000002,30.057362499999993,1,,672,15635.705717719762,5,17,3127.1411435439522
supermarket,-1.9459248,30.0566934,1,,673,15192.529929173923,8,8,1899.0662411467404
cafe,-1.9325187,30.0722829,1,,674,5391.011481928511,5,16,1078.202296385702
atm,-1.9472172999999995,30.059946399999994,1,,675,10119.13345712656,7,14,1445.5904938752228
bicycle,-1.9503044999999997,30.059982899999998,1,,676,7254.840313518656,8,10,906.855039189832
restaurant,-1.9528934000000002,30.092900600000004,1,,677,127041.6727394079,3,13,42347.224246469304
mobile_phone,-1.9528866,30.092046699999994,1,,678,56144.18501300156,4,1,14036.04625325039
restaurant,-1.9528556999999998,30.092090199999994,1,,679,78555.06281358204,6,10,13092.51046893034
cafe,-1.9263554999999999,30.091435599999997,1,,680,45327.63021445764,4,12,11331.90755361441
restaurant,-1.9527305999999998,30.0919645,1,,681,7122.031087206477,4,17,1780.5077718016194
company,-1.9732853000000001,30.0820364,1,,682,13036.12636850401,6,14,2172.6877280840017
bicycle_parking,-1.9601700999999994,30.0690969,1,,683,35931.6772918029,2,5,17965.83864590145
company,-1.9443947,30.092964200000004,1,,684,6489.055004156522,4,19,1622.2637510391305
seafood,-1.9733422999999997,30.0550383,1,,685,44936.175069204925,2,5,22468.087534602462
fast_food,-1.9730597,30.055091400000002,1,,686,17320.994538197392,8,15,2165.124317274674
hotel,-1.9510943,30.0992724,1,,687,15141.266748039498,7,13,2163.0381068627853
marketplace,-1.9503438,30.097657699999992,1,,688,44844.66768414779,2,17,22422.333842073895
restaurant,-1.9434823,30.099766000000002,1,,689,34346.77172695983,5,1,6869.354345391966
restaurant,-1.9435307999999998,30.099733999999994,1,,690,15352.503500022896,6,14,2558.7505833371492
restaurant,-1.9330462999999998,30.098555599999997,1,,691,70215.88197348372,7,4,10030.840281926245
beverages,-1.936414,30.099363499999995,1,,692,7472.139671601319,7,9,1067.448524514474
parking_space,-1.936324099999999,30.099432000000004,1,,693,40779.53359429624,7,17,5825.647656328035
cafe,-1.9347796,30.0788009,1,,694,39858.91040996816,6,3,6643.151734994693
ngo,-1.9409245999999996,30.081183099999993,1,,695,16162.573339221693,5,13,3232.514667844339
pharmacy,-1.9387312999999997,30.077519099999996,1,,696,30519.86378477445,5,12,6103.97275695489
supermarket,-1.9389565999999996,30.077348599999997,1,,697,6303.664586176714,8,16,787.9580732720892
parking_space,-1.9390005999999997,30.0774182,1,,698,55493.82427434223,7,4,7927.68918204889
clinic,-1.9457687999999995,30.0882663,1,,699,18308.081686514146,4,18,4577.0204216285365
hotel,-1.9463094999999997,30.062654100000003,1,,700,13059.57655792077,5,3,2611.9153115841536
travel_agency,-1.9451218999999997,30.061420299999998,1,,701,62881.62224530722,8,17,7860.202780663402
mobile_phone,-1.9453123,30.061187,1,,702,10890.610875677186,5,1,2178.1221751354374
atm,-1.9459047000000003,30.061436399999995,1,,703,5385.894598438071,2,19,2692.9472992190354
nightclub,-1.9526442,30.081362399999993,1,,704,4644.183365729162,3,4,1548.0611219097207
motorcycle,-1.9602442999999998,30.110759499999997,1,,705,40376.77213077486,7,17,5768.1103043964085
hospital,-1.9521936,30.0920417,1,,706,6121.550220929244,3,7,2040.5167403097478
supermarket,-1.9493571999999997,30.081003000000003,1,,707,127362.69762877679,8,2,15920.337203597099
restaurant,-1.9473869,30.078533200000003,1,,708,2746.466875579492,1,12,2746.466875579492
government,-1.9558747000000003,30.084126400000002,1,,709,120145.20936962831,5,5,24029.041873925664
government,-1.9560472999999998,30.084527999999995,1,,710,27201.2298735881,3,16,9067.076624529367
government,-1.9565001,30.0845607,1,,711,19995.98711450468,5,8,3999.1974229009365
association,-1.9733376999999999,30.10003409999999,1,,712,12772.898661313902,5,8,2554.5797322627805
cafe,-1.9618783,30.120460799999993,1,,713,32831.25097344,2,13,16415.62548672
university,-1.9353939999999998,30.158634700000004,1,,714,21212.91127262989,7,14,3030.4158960899845
restaurant,-1.9561038,30.1054954,1,,715,66390.01064253808,2,11,33195.00532126904
viewpoint,-1.9919453999999999,30.027772799999997,1,,716,24691.8287652344,4,6,6172.9571913086
restaurant,-1.9938061000000002,30.1916201,1,,717,25598.82578038247,5,16,5119.765156076494
company,-1.991546,30.189461899999998,1,,718,15311.933761861554,4,15,3827.9834404653884
mall,-1.9983369000000002,30.191279699999996,1,,719,20807.200346248264,4,16,5201.800086562066
deli,-1.9241579,30.091834700000003,1,,720,29965.49310809049,5,13,5993.098621618098
financial,-1.9230714999999996,30.0928989,1,,721,3983.1634025878784,4,12,995.7908506469696
apartment,-1.9241183,30.092174400000005,1,,722,5720.517646358404,4,18,1430.129411589601
marketplace,-1.9183711,30.0909148,1,,723,46316.98845376057,5,18,9263.397690752114
apartment,-1.996611,30.0414775,1,,724,26130.681469181294,7,14,3732.954495597328
restaurant,-1.9241816999999999,30.091753899999997,1,,725,18324.910883771186,6,2,3054.1518139618643
apartment,-1.9908056,30.1498525,1,,726,22436.265698493517,6,2,3739.377616415586
apartment,-1.8800885,30.053519300000005,1,,727,31181.545404838937,8,3,3897.693175604867
apartment,-1.8839315,30.05717449999999,1,,728,12838.969534367337,5,8,2567.7939068734677
apartment,-1.8838237000000002,30.0561866,1,,729,10114.196142276656,2,11,5057.098071138328
place_of_worship,-2.0498363,30.0525335,1,,730,26791.642077979413,4,12,6697.910519494853
government,-2.0611858,30.032177000000004,1,,731,8280.23991652266,6,4,1380.03998608711
school,-2.0610035999999994,30.033850699999995,1,,732,33131.93022395944,3,9,11043.976741319813
restaurant,-1.9375869,30.1014296,1,,733,4013.4897181908527,3,17,1337.8299060636175
cafe,-1.9320227000000003,30.0987788,1,,734,61645.50765008253,5,16,12329.101530016505
ngo,-1.9349384,30.099104299999993,1,,735,35333.87739972761,5,17,7066.7754799455215
apartment,-1.9317712000000002,30.098607099999995,1,,736,28453.593312808396,6,15,4742.265552134732
hotel,-1.9360584,30.10012439999999,1,,737,58846.69691617962,2,7,29423.34845808981
hospital,-1.9375994999999995,30.1015856,1,,738,116479.95119862501,6,10,19413.325199770836
ngo,-1.9354024000000003,30.0993715,1,,739,60740.74871126753,4,4,15185.187177816882
apartment,-1.9370508,30.100405299999995,1,,740,3495.1297158386756,3,14,1165.0432386128919
restaurant,-1.9361382000000003,30.0994032,1,,741,6126.770367643545,4,14,1531.6925919108862
hotel,-1.9345114,30.0990412,1,,742,11792.056694600684,2,14,5896.028347300342
hotel,-1.9282955999999998,30.098346599999996,1,,743,22608.72223057363,6,14,3768.1203717622716
guest_house,-1.9467051000000002,30.089747499999998,1,,744,36962.49468879927,8,18,4620.311836099909
guest_house,-1.9679018999999998,30.0963234,1,,745,10660.02653412363,5,15,2132.005306824726
apartment,-1.9189687,30.094526599999995,1,,746,26549.515143202945,6,19,4424.919190533824
shoes,-1.9339422000000002,30.1159949,1,,747,10348.709114173675,5,13,2069.741822834735
apartment,-1.9129138,30.059990400000004,1,,748,11949.947893911927,5,12,2389.9895787823853
apartment,-2.018619,30.074713599999995,1,,749,5395.599015606613,6,19,899.2665026011022
government,-1.8782483,30.004648700000004,1,,750,8749.630535003036,4,19,2187.407633750759
restaurant,-1.9456456,30.089115599999996,1,,751,5700.535486349387,4,2,1425.1338715873467
charging_station,-1.9561663,30.0919582,1,,752,8300.962467674755,5,3,1660.1924935349512
charging_station,-1.9562390999999997,30.092018,1,,753,63173.60159587989,5,10,12634.720319175978
charging_station,-1.9563063000000003,30.0920785,1,,754,8523.660052180907,4,5,2130.9150130452267
charging_station,-1.9559235,30.160137500000005,1,,755,306318.9213530603,4,12,76579.73033826507
hospital,-1.9917436999999998,30.2119493,1,,756,36073.64783473195,7,7,5153.378262104564
bank,-1.9234884000000003,30.071562200000002,1,,757,26498.30701467638,5,9,5299.661402935276
coworking_space,-1.9517456000000002,30.080899,1,,758,9336.084452459925,4,2,2334.0211131149813
cafe,-1.9467122,30.0796326,1,,759,44369.60222633192,3,10,14789.867408777305
cafe,-1.9510858000000002,30.084644299999997,1,,760,12386.496592739326,9,6,1376.2773991932584
pharmacy,-1.9430114999999997,30.0588919,1,,761,24884.73431305043,6,12,4147.455718841738
mobile_phone,-1.9455647,30.0611135,1,,762,284954.42616433545,6,6,47492.404360722576
laundry,-1.9453365,30.061495799999992,1,,763,20009.05300308796,4,3,5002.26325077199
restaurant,-1.9460536,30.061476299999995,1,,764,69513.29625564041,7,10,9930.470893662916
restaurant,-1.9454256,30.0637697,1,,765,10903.3305312838,6,9,1817.2217552139666
library,-1.94272,30.0882553,1,,766,21269.119468063775,6,5,3544.8532446772956
restaurant,-1.9601915999999995,30.09509089999999,1,,767,129417.72572546174,2,3,64708.86286273087
clinic,-1.9624898000000002,30.0952731,1,,768,11766.748891937646,6,5,1961.124815322941
yes,-1.9588288,30.104633300000003,1,,769,134921.520397942,4,8,33730.3800994855
ngo,-1.9595997,30.105562099999997,1,,770,44701.0350339485,7,8,6385.862147706929
agrarian,-1.9556529999999999,30.102776800000004,1,,771,12550.718878888141,8,14,1568.8398598610177
clothes,-1.9588976,30.1047414,1,,772,41456.82233988654,6,17,6909.470389981089
fast_food,-1.9601407,30.106085500000002,1,,773,58253.20839343453,3,11,19417.736131144844
fast_food,-1.9284397000000006,30.07124779999999,1,,774,41019.79205336268,4,16,10254.94801334067
pharmacy,-1.9243192999999998,30.069944699999997,1,,775,4581.470429739567,5,6,916.2940859479135
information,-1.9469349000000002,30.060990999999994,1,,776,10645.183594275395,3,11,3548.394531425132
hotel,-1.9473171,30.0650944,1,,777,17196.847557255172,5,10,3439.3695114510347
restaurant,-1.9473795999999999,30.0650917,1,,778,20446.491273863925,8,9,2555.8114092329906
atm,-1.9480377,30.063407000000005,1,,779,40973.14362618888,8,15,5121.64295327361
bakery,-1.9583601000000002,30.1142998,1,,780,26309.91125386015,5,7,5261.98225077203
bar,-1.9589281,30.111558999999996,1,,781,5794.448837777663,5,18,1158.8897675555327
restaurant,-1.9517497,30.115326699999994,1,,782,32215.334697329854,8,1,4026.9168371662317
government,-1.949072,30.1184704,1,,783,40561.95126761527,5,15,8112.3902535230545
clothes,-1.9514717,30.072789300000004,1,,784,38553.04822812868,4,2,9638.26205703217
university,-1.9527954999999997,30.0929839,1,,785,64911.541729933684,3,2,21637.18057664456
cafe,-1.9606523000000002,30.068589,1,,786,50712.21839600384,7,10,7244.602628000548
restaurant,-1.9626643000000004,30.1056769,1,,787,34862.95486420886,4,15,8715.738716052216
general,-1.9478229,30.0576324,1,,788,20533.937590748108,4,10,5133.484397687027
general,-1.9390691,30.053787399999994,1,,789,4184.067198672652,5,19,836.8134397345304
hotel,-1.9925347999999996,30.0742104,1,,790,33847.42549372346,3,13,11282.475164574485
hotel,-1.9183015,30.095986899999996,1,,791,27110.806390007365,5,11,5422.161278001473
restaurant,-1.9391594000000003,30.077440599999996,1,,792,28899.478738142174,4,2,7224.8696845355435
apartment,-1.9344206999999995,30.1000523,1,,793,6144.123798867035,6,13,1024.0206331445058
educational_institution,-1.9622030000000001,30.0683636,1,,794,7472.1903866173025,5,1,1494.4380773234604
restaurant,-1.9568381999999995,30.1040264,1,,795,63142.72083831066,5,5,12628.544167662132
hotel,-1.9260573,30.0541873,1,,796,21172.21199980065,2,7,10586.105999900325
houseware,-1.9321720999999996,30.0706251,1,,797,43542.84597992043,5,13,8708.569195984086
hotel,-1.9605215,30.108404599999997,1,,798,22659.135345985214,3,13,7553.045115328405
hotel,-1.9605320999999996,30.1077041,1,,799,22691.737251971612,3,6,7563.912417323871
viewpoint,-1.9860845999999999,30.210366800000003,1,,800,56290.654516789196,5,12,11258.13090335784
viewpoint,-1.9865364,30.211367500000005,1,,801,13147.084102758941,4,8,3286.7710256897353
viewpoint,-1.9862875999999998,30.209620199999993,1,,802,24248.760385636797,3,9,8082.920128545599
cafe,-1.9529411999999995,30.083521400000002,1,,803,13873.345819553188,4,18,3468.336454888297
wine,-1.9528460999999997,30.083563000000005,1,,804,14264.137120843505,2,11,7132.068560421752
pottery,-1.9527628999999997,30.083636399999996,1,,805,16168.62437895358,6,11,2694.770729825597
boutique,-1.9493240999999997,30.068842099999994,1,,806,27505.293928916373,7,15,3929.3277041309107
bar,-1.9599740000000003,30.1187989,1,,807,13646.677690303137,3,9,4548.892563434379
hotel,-1.9688067,30.10050349999999,1,,808,77323.72631465599,5,3,15464.745262931197
hotel,-1.9587918,30.069605000000003,1,,809,9003.716340236146,4,17,2250.9290850590364
hotel,-1.9506185,30.06980619999999,1,,810,18272.059263188534,6,17,3045.3432105314223
zoo,-1.9844706999999997,30.209838299999998,1,,811,14189.66187863141,6,3,2364.9436464385685
bar,-1.958087,30.114622300000004,1,,812,93617.99369805725,2,19,46808.99684902863
insurance,-1.9489047,30.0612006,1,,813,26810.658067075055,2,9,13405.329033537528
bank,-1.9482091000000001,30.061855,1,,814,61811.48944209999,5,17,12362.297888419998
alpine_hut,-1.9675494,30.038089900000003,1,,815,4986.251115640714,2,18,2493.125557820357
government,-1.9469212,30.17328,1,,816,28768.90127522249,7,15,4109.843039317499
bar,-1.9006382,30.0533043,1,,817,53617.50049941061,4,1,13404.375124852653
bar,-1.9011143,30.053178199999994,1,,818,23915.546061280096,5,10,4783.109212256019
guest_house,-1.9504565999999999,30.072167799999995,1,,819,63925.93170765355,7,8,9132.275958236221
fast_food,-1.9463089999999996,30.060861799999998,1,,820,13130.742950593425,5,10,2626.148590118685
cafe,-1.9463778999999997,30.060870799999993,1,,821,90160.56724089295,7,2,12880.081034413279
restaurant,-1.9521764,30.081561999999998,1,,822,219454.0441722186,1,19,219454.0441722186
restaurant,-1.9649077,30.060112899999996,1,,823,15323.784450144709,3,14,5107.928150048237
bar,-1.9694353000000002,30.0579126,1,,824,14108.002641628509,4,8,3527.0006604071273
guest_house,-1.9505543000000003,30.072193600000002,1,,825,94219.69141716027,9,19,10468.854601906696
attraction,-1.9336204,30.091190900000004,1,,826,106891.77422440483,4,1,26722.943556101207
telecommunication,-1.9596429000000002,30.109567199999997,1,,827,13057.787431855997,5,16,2611.5574863711995
coworking_space,-1.9509010999999994,30.060073800000005,1,,828,14469.715859431342,6,15,2411.619309905224
bar,-1.9465866999999997,30.079725,1,,829,16617.562402547934,6,5,2769.593733757989
bar,-1.9445690999999998,30.079239899999997,1,,830,5741.92322012417,3,3,1913.9744067080567
supermarket,-1.9461258000000001,30.060837000000003,1,,831,8789.80717444856,3,17,2929.935724816187
sports,-1.9454082,30.059942499999995,1,,832,8069.600318808169,5,10,1613.9200637616336
pharmacy,-1.9454629000000003,30.060002399999995,1,,833,10221.02788871926,7,5,1460.1468412456086
sports,-1.9456658999999998,30.0601331,1,,834,21275.577819223232,6,11,3545.929636537205
government,-1.9237134999999996,30.0573359,1,,835,27839.59961045368,6,6,4639.933268408947
place_of_worship,-1.9333676000000004,30.099968299999997,1,,836,103828.98948116368,4,4,25957.24737029092
hotel,-1.9621577999999997,30.122187800000003,1,,837,8116.432255999139,7,7,1159.4903222855912
guest_house,-1.9846792999999998,30.073246799999993,1,,838,58942.77862587263,4,19,14735.694656468157
hotel,-1.9438448999999995,30.102816299999994,1,,839,17783.229971791243,8,7,2222.9037464739054
convenience,-1.9567568999999996,30.115528700000002,1,,840,20963.461869947227,5,14,4192.6923739894455
bar,-1.9584419,30.1129098,1,,841,43252.8969736528,5,17,8650.579394730561
cafe,-1.9585020999999998,30.1125762,1,,842,7167.254737221555,4,17,1791.8136843053887
clothes,-1.958609,30.112328000000005,1,,843,32286.670505388196,5,13,6457.334101077639
beauty,-1.9587398,30.1121618,1,,844,26015.61485848817,2,1,13007.807429244085
beauty,-1.9586248000000002,30.112133300000004,1,,845,36042.39862419902,3,2,12014.132874733006
convenience,-1.9587214999999996,30.112069999999996,1,,846,29412.312080378902,7,18,4201.758868625558
